title,year,rating,no_of_reviews,genres,runtime,gross
The Turkey Alibi,2007.0,8.5,7,"
Comedy, Drama, Romance            ",97 min,
Stars Fell Again,2023.0,8.4,37,"
Comedy, Romance            ",88 min,
The Midnight Graduate,1970.0,8.4,13,"
Drama, Romance            ",70 min,
The Sound of Violet,2022.0,8.4,76,"
Comedy, Drama, Romance            ",107 min,
Nikocado Avocado & Orlin Home - The Movie,2020.0,8.4,41,"
Comedy, Drama, Horror            ",91 min,
Bad Romance,2022.0,8.4,17,"
Comedy, Crime, Romance            ",111 min,
Coming to Africa,2020.0,8.4,37,"
Comedy, Drama, Romance            ",94 min,
Fate's Shadow: The Whole Story,2021.0,8.4,13,"
Drama, Romance            ",85 min,
Butterfly Symphony,2013.0,8.4,900,"
Drama, Musical, Romance            ",119 min,
Welcome to America,2017.0,8.4,10,"
Comedy, Drama, Romance            ",106 min,
Seven Lovers,2014.0,8.4,22,"
Drama, Romance            ",108 min,
Máquina para ver el alma,2021.0,8.4,34,"
Comedy, Drama, Romance            ",112 min,
The Expected Unexpected,2021.0,8.4,13,"
Drama, Romance            ",73 min,
Three Corners of Deception,2021.0,8.4,8,"
Drama, Romance            ",139 min,
San Francisco Stories,2021.0,8.4,22,"
Comedy, Drama, Romance            ",89 min,
Open Tables,2015.0,8.4,78,"
Comedy, Drama, Romance            ",76 min,
Ugly Shoes,2016.0,8.4,21,"
Adventure, Comedy, Romance            ",133 min,
Henry Aldrich's Little Secret,1944.0,8.4,89,"
Comedy, Family, Music            ",75 min,
Soul Mates,2014.0,8.4,15,"
Romance            ",80 min,
Believe in You,2020.0,8.4,8,"
Adventure, Drama, Musical            ",120 min,
Charly 10th Anniversary Encore,2012.0,8.4,16,"
Romance            ",108 min,
The Naked and the Wicked,1951.0,8.4,34,"
Drama, Music, Romance            ",90 min,
Kiepie & Kandas,1981.0,8.4,22,"
Comedy, Drama, Romance            ",87 min,
Vol. 1 Dream the Name Is Rogells (Ruggells),2011.0,8.4,356,"
Adventure, Romance            ",79 min,
Checking In,2014.0,8.4,21,"
Comedy, Drama, Romance            ",123 min,
Property Damage,2020.0,8.4,17,"
Animation, Comedy, Drama            ",169 min,
Highland Fling,2010.0,8.4,7,"
Comedy, Romance            ",106 min,
Fuel,2008.0,8.4,61,"
Drama, Romance, War            ",87 min,
Strong Hawk: My Sister's Keeper,2022.0,8.3,50,"
Action, Adventure, Sci-Fi            ",95 min,
Slug Street Scrappers: Rise of Ryuken,2012.0,8.3,77,"
Action, Comedy            ",49 min,
Khange Tha Game,2020.0,8.3,68,"
Action, Drama            ",79 min,
Roman Citizen,2015.0,8.3,18,"
Action, Crime, Drama            ",52 min,
Sauce Boys,2021.0,8.3,11,"
Action            ",45 min,
Kanha,2016.0,8.3,39,"
Action, Crime, Drama            ",119 min,
Tunnel Vision,2016.0,8.3,48,"
Action            ",46 min,
To Be King,2011.0,8.3,229,"
Action, Drama, Romance            ",101 min,
Murders in the Forest of the Dead Sharks,2019.0,8.3,544,"
Action, Adventure, Comedy            ",74 min,
Ops Belantara,1992.0,8.3,13,"
Action            ",95 min,
Stronger,2016.0,8.3,15,"
Action, Sport            ",47 min,
Jericho,2017.0,8.3,22,"
Action            ",74 min,
Hitter Twist,2020.0,8.3,9,"
Action, Crime, Drama            ",103 min,
No Leaf Clover,2010.0,8.3,9,"
Action            ",70 min,
Kapitano,2016.0,8.3,9,"
Action            ",92 min,
Forceful Impact,1987.0,8.3,7,"
Action            ",79 min,
Missing 48 Hours,2011.0,8.3,9,"
Action            ",90 min,
Exit 727,2012.0,8.3,46,"
Action, Crime, Drama            ",74 min,
God Is on Their Side,2002.0,8.3,15,"
Musical, Action, Comedy            ",96 min,
Gambil,2012.0,8.3,7,"
Action, Comedy, Drama            ",114 min,
Full Speed or Nothing,2011.0,8.3,26,"
Action, Comedy, Sport            ",45 min,
Promise Chronicles - Phase One,2020.0,8.3,9,"
Action, Adventure, Drama            ",135 min,
Sweet Ninja Brown,2010.0,8.3,51,"
Action, Adventure, Comedy            ",50 min,
The Young,2011.0,8.3,45,"
Action, Drama, War            ",175 min,
Christian's Carol,2013.0,8.3,14,"
Action, Comedy, Drama            ",97 min,
The Hunter's Circle,2013.0,8.3,13,"
Action            ",90 min,
What's Up Famousface,2010.0,8.3,8,"
Action, Comedy, Romance            ",148 min,
John Wick: Chapter 4,2023.0,8.2,"135,875","
Action, Crime, Thriller            ",169 min,
Spider-Man: No Way Home,2021.0,8.2,"788,971","
Action, Adventure, Fantasy            ",148 min,$804.75M
Jurassic Park,1993.0,8.2,"1,010,013","
Action, Adventure, Sci-Fi            ",127 min,$402.45M
1917,2019.0,8.2,"616,285","
Action, Drama, War            ",119 min,$159.23M
Indiana Jones and the Last Crusade,1989.0,8.2,"768,571","
Action, Adventure            ",127 min,$197.17M
Kill Bill: Vol. 1,2003.0,8.2,"1,136,692","
Action, Crime, Drama            ",111 min,$70.10M
Batman Begins,2005.0,8.2,"1,497,482","
Action, Crime, Drama            ",140 min,$206.85M
Die Hard,1988.0,8.2,"898,870","
Action, Thriller            ",132 min,$83.01M
V for Vendetta,2005.0,8.2,"1,137,874","
Action, Drama, Sci-Fi            ",132 min,$70.51M
K.G.F: Chapter 1,2018.0,8.2,"90,979","
Action, Crime, Drama            ",156 min,
Sherlock Jr.,1924.0,8.2,"52,064","
Action, Comedy, Romance            ",45 min,$0.98M
Aspirin for the Masses,2019.0,8.4,14,"
Comedy, Romance            ",100 min,
Blue Boy,2011.0,8.4,23,"
Family, Romance            ",50 min,
Destiny 101,2002.0,8.4,37,"
Comedy, Romance            ",50 min,
Janie Charismanic,2014.0,8.4,15,"
Music, Musical, Romance            ",101 min,
Bloodshedding Love,2011.0,8.4,11,"
Comedy, Drama, Romance            ",82 min,
Gabriel Small,2009.0,8.4,7,"
Comedy, Drama, Romance            ",91 min,
Aisha and Rahul,2009.0,8.4,626,"
Comedy, Drama, Musical            ",51 min,
Finding Her Way Home,2011.0,8.4,8,"
Drama, Romance            ",75 min,
Seasons of the Heart,2012.0,8.4,9,"
Comedy, Romance            ",106 min,
Girl Shaped Love Drug,2012.0,8.4,16,"
Drama, Romance            ",75 min,
99 Percent Sure,2011.0,8.4,21,"
Comedy, Drama, Romance            ",107 min,
Good Will Hunting,1997.0,8.3,"998,603","
Drama, Romance            ",126 min,$138.43M
Eternal Sunshine of the Spotless Mind,2004.0,8.3,"1,027,704","
Drama, Romance, Sci-Fi            ",108 min,$34.40M
Amélie,2001.0,8.3,"767,790","
Comedy, Romance            ",122 min,$33.23M
Singin' in the Rain,1952.0,8.3,"248,028","
Comedy, Musical, Romance            ",103 min,$8.82M
Past Lives,2023.0,8.3,289,"
Drama, Romance            ",106 min,
A Brighter Summer Day,1991.0,8.3,"11,388","
Crime, Drama, Romance            ",237 min,
Down,2020.0,8.3,15,"
Comedy, Drama, Romance            ",76 min,
Something Good Coming,2022.0,8.3,6,"
Comedy, Drama, Romance            ",98 min,
Memories of Another,2022.0,8.3,21,"
Drama, Romance, Sci-Fi            ",107 min,
Geek USA,2013.0,8.3,33,"
Comedy, Music, Romance            ",90 min,
Jimami Tofu,2017.0,8.3,64,"
Drama, Romance            ",121 min,
Hari Om,2004.0,8.3,120,"
Romance, Comedy            ",108 min,
Hope Cafe,2013.0,8.3,117,"
Drama, Family, Romance            ",64 min,
His Glorious Night,1929.0,8.3,64,"
Drama, Romance            ",80 min,
Sister Mary's Angel,2011.0,8.3,15,"
Comedy, Drama, Romance            ",88 min,
Awesome Movie,2013.0,8.3,98,"
Adventure, Comedy, Romance            ",97 min,
I Call First,2015.0,8.3,67,"
Comedy, Drama, History            ",70 min,
Adults,2017.0,8.3,20,"
Comedy, Musical, Romance            ",112 min,
Anyone,2011.0,8.3,16,"
Comedy, Drama, Romance            ",85 min,
Lost Journey,2010.0,8.3,55,"
Drama, Music, Romance            ",90 min,
Langit sa piling mo,1997.0,8.3,14,"
Romance            ",100 min,
"Baby, Don't Cry",2021.0,8.3,21,"
Crime, Romance, Thriller            ",90 min,
Song of King Solomon,2011.0,8.3,86,"
Fantasy, History, Romance            ",90 min,
Stones,2016.0,8.3,20,"
Drama, Music, Romance            ",90 min,
Let's Rob the Cheese Shop,2009.0,8.3,147,"
Comedy, Romance            ",82 min,
How Not to Disappear Completely,2015.0,8.3,14,"
Drama, Romance            ",74 min,
Before We Say Goodbye,2010.0,8.3,104,"
Drama, Family, Romance            ",98 min,
The Matter with Clark,2008.0,8.3,8,"
Comedy, Drama, Romance            ",97 min,
Working It Out,2010.0,8.3,11,"
Comedy, Drama, Romance            ",85 min,
Northspur,2022.0,8.2,81,"
Action, Drama, Thriller            ",100 min,
The Bacon Hair,2020.0,8.2,128,"
Animation, Action, Adventure            ",76 min,
Meter,2023.0,8.2,118,"
Action, Comedy, Drama            ",127 min,
Kick Me,2022.0,8.2,10,"
Action, Comedy, Horror            ",86 min,
Todd McFarlane's Spawn 3: The Ultimate Battle,1999.0,8.2,865,"
Animation, Action, Drama            ",140 min,
Swami Ayyappan,2012.0,8.2,69,"
Animation, Action, Adventure            ",90 min,
Trust Issues the Movie,2021.0,8.2,26,"
Drama, Action            ",97 min,
Ride Hard: Live Free,2020.0,8.2,13,"
Action, Adventure, Drama            ",93 min,
Slug Street Scrappers: Beat Em Up,2013.0,8.2,104,"
Action, Comedy, Drama            ",79 min,
Pain,2015.0,8.2,29,"
Action            ",98 min,
Rosemary & Sage Race Against Thyme,2022.0,8.2,13,"
Action            ",65 min,
The Bed-Sitting Room,2016.0,8.2,7,"
Action, Drama, War            ",60 min,
Potomanto,2013.0,8.2,11,"
Action, Thriller            ",129 min,
The Brotherhood,2019.0,8.2,14,"
Action, Drama            ",53 min,
Gangs of LA 1991,2009.0,8.2,18,"
Animation, Action, Drama            ",80 min,
Alisidoti exelixi,2009.0,8.2,59,"
Action, Adventure, Crime            ",105 min,
Real! A Ghostbusters Tale,2021.0,8.2,16,"
Action, Comedy, Fantasy            ",95 min,
Far Too Far,2015.0,8.2,101,"
Action, Crime, Drama            ",117 min,$0.02M
Friends from the Neighborhood,2014.0,8.2,7,"
Action, Crime, Drama            ",91 min,
Zorro and Scarlet Whip Revealed!,2010.0,8.2,17,"
Animation, Action, Adventure            ",81 min,
LEGO SCP Foundation: Containment Lockdown,2020.0,8.2,9,"
Action, Horror            ",54 min,
The Mummerman,2010.0,8.2,16,"
Action, Comedy, Crime            ",83 min,
Lazarus the Legend,1992.0,8.2,10,"
Action            ",60 min,
Come and Take It Day,2001.0,8.2,51,"
Action, Drama, History            ",60 min,
Fortune 500 Man,2015.0,8.2,64,"
Action, Crime, Drama            ",90 min,
Mousetrap 2,2014.0,8.2,14,"
Action, Adventure, Crime            ",80 min,
The Unusual Calling of Charlie Christmas,2012.0,8.2,37,"
Action, Comedy, Drama            ",108 min,
The Two Million Dollar Tip,2016.0,8.2,16,"
Action            ",52 min,
Web of Deceit,2007.0,8.2,50,"
Action, Thriller            ",84 min,
The Z-Nail Gang,2014.0,8.2,27,"
Action, Comedy, Drama            ",86 min,
Chasing Shadows,2010.0,8.2,30,"
Action, Drama, Thriller            ",77 min,
The Tramp,2013.0,8.2,8,"
Action, Thriller            ",77 min,
Eddie Monroe,2006.0,8.2,91,"
Action            ",100 min,
Frank's Dead,2009.0,8.2,10,"
Action, Thriller            ",95 min,
Anime Fan Tom,2010.0,8.2,11,"
Action, Comedy, Romance            ",71 min,
23,2010.0,8.2,142,"
Action, Comedy            ",104 min,
Black Cain,2013.0,8.2,5,"
Action, Crime, Drama            ",116 min,
Equal Strength,2011.0,8.2,31,"
Action, Drama            ",103 min,$0.00M
Still Living in God's Universe,2013.0,8.2,29,"
Animation, Action, Drama            ",79 min,
Papas,2009.0,8.2,20,"
Action, Drama, Thriller            ",87 min,
Make-Believers,2021.0,8.3,14,"
Drama, Musical, Romance            ",100 min,
Gandhi Park,2007.0,8.3,24,"
Romance            ",105 min,
Shades of Julia,2012.0,8.3,9,"
Drama, Mystery, Romance            ",90 min,
Eternal Embrace,2000.0,8.3,34,"
Romance            ",47 min,
Madison Lane,2015.0,8.3,16,"
Romance, Thriller            ",80 min,
Scheme C6,2001.0,8.3,18,"
Romance, Crime, Drama            ",97 min,
Martin's Pink Pickle,2014.0,8.3,12,"
Comedy, Drama, Romance            ",79 min,
Black Eyed Sun,2012.0,8.3,11,"
Drama, Mystery, Romance            ",88 min,
The Lure of Crooning Water,1920.0,8.3,54,"
Romance            ",105 min,
Counting Backwards,2007.0,8.3,54,"
Romance            ",89 min,
I Capuleti e i Montecchi,2014.0,8.3,8,"
Drama, Music, Musical            ",135 min,
Standstill,2013.0,8.3,15,"
Drama, Mystery, Romance            ",104 min,
Waltz,2010.0,8.3,8,"
Drama, Romance            ",83 min,
Wicked Bad,2010.0,8.3,15,"
Comedy, Drama, Romance            ",76 min,
What Goes Around...,2006.0,8.3,38,"
Comedy, Drama, Romance            ",89 min,
Golden Sunset,2009.0,8.3,13,"
Comedy, Drama, Romance            ",63 min,
Singing Loud!,2018.0,8.3,7,"
Comedy, Musical, Romance            ",120 min,
Zadnji krog,2015.0,8.3,7,"
Drama, Romance, Sport            ",46 min,
Tangled Web,2008.0,8.3,9,"
Drama, Romance, Thriller            ",70 min,
Gone with the Wind,1939.0,8.2,"321,551","
Drama, Romance, War            ",238 min,$198.68M
Zindagi Na Milegi Dobara,2011.0,8.2,"81,018","
Comedy, Drama, Musical            ",155 min,$3.11M
To Be or Not to Be,1942.0,8.2,"39,396","
Comedy, Romance, War            ",99 min,
Erotic,2020.0,8.2,33,"
Musical, Romance            ",75 min,
Make Way for Tomorrow,1937.0,8.2,"8,903","
Drama, Romance            ",91 min,
The Riven,2014.0,8.2,6,"
Drama, Romance            ",96 min,
Self Isolated,2021.0,8.2,12,"
Drama, Horror, Mystery            ",83 min,
National Theatre Live: Les Liaisons Dangereuses,2016.0,8.2,119,"
Romance            ",210 min,
Twice,2020.0,8.2,32,"
Drama, Family, Romance            ",93 min,
Bhotbhoti,2022.0,8.2,78,"
Romance            ",120 min,
Adaption,2017.0,8.2,9,"
Comedy, Drama, Romance            ",75 min,
Sunn Raha Hai Na,2017.0,8.2,6,"
Drama, Romance            ",56 min,
Cha Cha Hui,2019.0,8.2,9,"
Comedy, Drama, Romance            ",124 min,
Till Love Do Us Part,2022.0,8.2,20,"
Drama, Romance            ",110 min,
Where We Begin,2020.0,8.2,11,"
Drama, Romance            ",85 min,
The Bag Lady,2014.0,8.2,23,"
Biography, Drama, Romance            ",128 min,
Love: As You Like It,2012.0,8.2,41,"
Comedy, Romance            ",62 min,
The Last Moment,1928.0,8.2,13,"
Drama, Music, Romance            ",60 min,
The Wig,2021.0,8.2,15,"
Drama, Fantasy, Romance            ",93 min,
Forgotten Wars,1997.0,8.2,22,"
Action            ",96 min,
Metalloids 2,2014.0,8.2,21,"
Action, Adventure, Comedy            ",70 min,
Ford v Ferrari,2019.0,8.1,"414,146","
Action, Biography, Drama            ",152 min,$117.62M
Mad Max: Fury Road,2015.0,8.1,"1,025,596","
Action, Adventure, Sci-Fi            ",120 min,$154.06M
Pirates of the Caribbean: The Curse of the Black Pearl,2003.0,8.1,"1,149,279","
Action, Adventure, Fantasy            ",143 min,$305.41M
Blade Runner,1982.0,8.1,"785,086","
Action, Drama, Sci-Fi            ",117 min,$32.87M
Logan,2017.0,8.1,"783,439","
Action, Drama, Sci-Fi            ",137 min,$226.28M
The Terminator,1984.0,8.1,"882,357","
Action, Sci-Fi            ",107 min,$38.40M
How to Train Your Dragon,2010.0,8.1,"758,002","
Animation, Action, Adventure            ",98 min,$217.58M
"Lock, Stock and Two Smoking Barrels",1998.0,8.1,"593,342","
Action, Comedy, Crime            ",107 min,$3.90M
The Iron Giant,1999.0,8.1,"207,545","
Animation, Action, Adventure            ",86 min,$23.16M
The General,1926.0,8.1,"93,571","
Action, Adventure, Comedy            ",67 min,$1.03M
Hundreds of Beavers,2022.0,8.1,58,"
Action, Adventure, Comedy            ",108 min,
Safety Last!,1923.0,8.1,"21,574","
Action, Comedy, Thriller            ",74 min,$1.36M
Take Off,2017.0,8.1,"6,604","
Action, Drama, Thriller            ",139 min,
King Kong - FAN FILM,2016.0,8.1,16,"
Action, Adventure, Comedy            ",140 min,
Londyn & James,2019.0,8.1,65,"
Action, Crime, Thriller            ",124 min,
Battleworld,2022.0,8.1,8,"
Animation, Action, Adventure            ",205 min,
GB: 2525,2009.0,8.1,38,"
Action, Sci-Fi            ",89 min,
The Greatest Race,2021.0,8.1,15,"
Action, Comedy            ",76 min,
Notes from the New World,2011.0,8.1,61,"
Action, Crime, Drama            ",99 min,
Guns Don't Kill People,2012.0,8.1,19,"
Action, Comedy, Crime            ",94 min,
The Wedge,2012.0,8.1,22,"
Action, Adventure, Comedy            ",79 min,
Loose Cannons: The Movie,2008.0,8.1,18,"
Action, Comedy, Crime            ",97 min,
Ace of Hearts: Bwana Y'umutima,2017.0,8.1,13,"
Action, Drama, Mystery            ",120 min,
The Profesional,2015.0,8.1,49,"
Action, Crime, Drama            ",120 min,
Out of Touch,2011.0,8.1,56,"
Action, Crime, Thriller            ",95 min,
Atomic Kingdom: Revolution,2013.0,8.1,16,"
Action, Fantasy            ",60 min,
Dead Money,2012.0,8.1,10,"
Action            ",95 min,
Massé,2015.0,8.1,36,"
Action, Drama, Thriller            ",93 min,
Drawing a Blank,2015.0,8.1,7,"
Action, Comedy, Crime            ",85 min,
Worst Kind of People,2013.0,8.1,11,"
Action, Comedy, Drama            ",84 min,
Emaan,2011.0,8.1,33,"
Action, Comedy, Drama            ",81 min,
Symphonys Target,2012.0,8.1,11,"
Action, Crime, Drama            ",90 min,
Stupa-Man,2008.0,8.1,24,"
Action, Comedy            ",87 min,
Cultural Wars,2014.0,8.2,7,"
Romance            ",81 min,
The Oracle,2010.0,8.2,12,"
Fantasy, Romance, Thriller            ",72 min,
Maybe Tomorrow,2008.0,8.2,26,"
Comedy, Drama, Romance            ",90 min,
Woman Doctor,1939.0,8.2,20,"
Drama, Music, Romance            ",65 min,
The Royal Opera House: Andrea Chenier,2015.0,8.2,23,"
History, Musical, Romance            ",174 min,
Pain Love & Passion,2012.0,8.2,39,"
Comedy, Drama, Romance            ",78 min,
Driver's Ed Mutiny,2010.0,8.2,22,"
Adventure, Comedy, Family            ",95 min,
Writing Home,2017.0,8.2,32,"
Comedy, Romance            ",91 min,
Leave It to Chance,2005.0,8.2,34,"
Comedy, Romance            ",100 min,
Yellow Lights,2007.0,8.2,15,"
Comedy, Drama, Romance            ",88 min,
Half Past Ten,2008.0,8.2,58,"
Crime, Drama, Romance            ",55 min,
The Eternal City,2008.0,8.2,40,"
Comedy, Drama, Romance            ",93 min,
The Miracle Goes On,1976.0,8.2,14,"
Drama, Family, Romance            ",97 min,
Christine at the Crossroads,2014.0,8.2,26,"
Drama, Romance            ",55 min,
"Beam Me Up, Sasha!",2014.0,8.2,8,"
Comedy, Romance, Sci-Fi            ",80 min,
Doing Therapy,2006.0,8.2,9,"
Comedy, Drama, Romance            ",98 min,
Ocean Front Property,2011.0,8.2,40,"
Comedy, Romance            ",82 min,
My Cornerstone,2013.0,8.2,30,"
Comedy, Drama, Romance            ",99 min,
Bobby Dogs,2007.0,8.2,13,"
Comedy, Drama, Romance            ",117 min,
SK8 Magic,2009.0,8.2,6,"
Comedy, Family, Romance            ",98 min,
The Wednesday Night Save the World Society,2001.0,8.2,17,"
Comedy, Family, Romance            ",84 min,
